reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sortOrder,appId,manual_sentiment
dc957d7d-0c1e-4e5b-8a0c-8da6a2ed9523,Aura “N” Nur Putri,https://play-lh.googleusercontent.com/a-/ALV-UjVZ5-PIKeHHtJskq_jFThi6LTTcBMkgtvpjf6dQe2-L9qd12-QV,semenjak ada Gojek serba mudah dan kita tepat waktu saat di butukan kita bisa cepet kita bisa pergi jln kemna aja siap di anter. klou dileper meyenangan menarik penupang amn dan gak augal ugalan menarik penumpang baggus.,3,0,4.98.1,2024-10-21 18:38:33,,,4.98.1,most_relevant,com.gojek.app,
be394874-e319-4649-87fa-edc98e048a69,Fahmy Robby Arsy,https://play-lh.googleusercontent.com/a-/ALV-UjUGWLm9Tnlffq9VYTx1IuAjR4CVyHUh5hkglzUZ5_ZGq1Wb4_Pl,Butuh lebih banyak promo,3,0,5.1.1,2024-11-15 20:06:39,"Hai Kak Fahmy, terima kasih atas ulasanmu. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maya",2024-11-15 22:09:52,5.1.1,newest,com.gojek.app,
5ed94705-d52a-42f0-9594-e7714c10b503,Tata Roxette,https://play-lh.googleusercontent.com/a-/ALV-UjUYuPLw3reRQ2T2u5xWiGqxnmil8DS7UDNZt6gmfq-QcPFUBrdK,"gimana ini waktu mau order goride, kendala kok bisa ada keterangan internetnya mati, padhal kuota banyak melimpahh, coba cek gojek di adek, bisa buat mesen, padahal punyaku biasane pakek juga baik2 saja, tolong segera diperbaiki !!",4,0,4.97.1,2024-10-15 08:20:26,,,4.97.1,most_relevant,com.gojek.app,
0ba63468-ea10-403f-8165-5e4d37ecf523,arriearri777,https://play-lh.googleusercontent.com/a-/ALV-UjVbJnVbHkYQN7Y6-t-PI8gBLC39S97iunLx6LvZGM5s1FMKlNE0,"Cukup membantu di saat bepergian & butuh makan tpi mager. Kurangnya : - Harga cukup mehong - Sering dpt driver tdk sesuai di aplikasi, beda orang, beda kendaraan, gak pakai seragam gojek, pakai jaket biasa yg ""lusuh"", pakai sandal jepit (tdk hujan) Tolong ditertibkan drivernya, kalah dg ijo sebelah lebih tertib.",3,4,5.0.1,2024-11-14 01:51:43,,,5.0.1,most_relevant,com.gojek.app,
e29ef9b6-f408-47dc-9773-6a8b86f311bf,Venesia Napitupulu,https://play-lh.googleusercontent.com/a-/ALV-UjUbw5x2JhLM4x3m6M_wEm9r0Gz5MH3gSqba-tINBmHHhb4ISepH,"Tiap pesan makanan selalu telat, tidak pernah tepat waktu. Padahal sudah pakai yang express Mohon ditingkatkan untuk kedepannya Terimakasih",2,0,4.92.1,2024-11-27 14:33:12,"Hai Kak Venesia, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Maura",2024-11-27 15:01:42,4.92.1,newest,com.gojek.app,
a3fb3802-4f7d-484a-8a38-83d6575fefd1,ARMusic Channel,https://play-lh.googleusercontent.com/a-/ALV-UjXD0OiDM5EIEn0jgHKKGHykeolfAT9uQgwAqk-F_BezTbEzCrA,"Buat gojek, di kasi punishment dong buat driver2 yg suka nolak pengiriman barang gosend instan padahal jarak dekat. 3 driver nolak semua.",3,0,5.2.1,2024-12-03 17:37:48,"Mohon maaf atas kendalanya, Kak @ARMusic Channel. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Miko",2024-12-03 21:09:26,5.2.1,newest,com.gojek.app,
2e204e76-6234-4db4-92d2-d2154966bdf1,donald trumpp,https://play-lh.googleusercontent.com/a/ACg8ocL_M920YQGyHdLpFzMBuRwCoDE5RI4NEHjK5MHehzp1Sv2ZDA=mo,Ga usah bikin layanan hemat ya kalau pada akhirnya driver banyak yg ngomel. Masa saya ini order dpt harga 3000 malah disuru naik becak!!!! Wajar dong namanya customer pasti milih yg murah. Aneh deh!!!,3,0,,2024-11-26 22:47:00,"Hai Kak Donald, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver kurang sopan"" pada kolom pencarian ya. ^Miko",2024-11-27 00:29:15,,newest,com.gojek.app,
f7b3d432-d81b-4677-a0b2-f0e79e3d8572,Riyadus Shofyan,https://play-lh.googleusercontent.com/a/ACg8ocJ5Ody9wEW4xqeVqck_6jOTS_XSbki05BvAg8_xdx0LQZAnWQ=mo,Emang sih ada ongkir hemat cuman bayar 2 ribu namun waktunya satu jam lebih.. Walau pakai reguler sama juga satu jam.. Masak iya kita cs dsuruh nunggu slama ini apa ngagak keburu dingin makanan kita.. Buat gojek klo ngasih aturan yang ngotak dikit lah,2,0,4.81.2,2024-11-30 22:44:16,"Hai Kak Riyadus, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko",2024-12-01 08:01:40,4.81.2,newest,com.gojek.app,
f9727ba1-540c-43df-bb9c-abf855bf0a0e,waffaziyadatul husna,https://play-lh.googleusercontent.com/a-/ALV-UjW5_eAGlcnbv3OTOpC75xcYwD190J1QO6G9WPdKRZj8v7WhGWDf,"jelek bgt, sy udh pencet cancel malah ga ke cancel, alhasil sy udh dpt transportasi lain tp mas ojeknya ttp jemput saya. jelek!",1,0,5.3.1,2024-12-04 15:06:01,"Hai Kak Waffaziyadatul, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2024-12-04 15:32:02,5.3.1,newest,com.gojek.app,
c5b61e7e-cb41-4116-973d-f944dd0157f3,Klemens Mandu,https://play-lh.googleusercontent.com/a-/ALV-UjVheHX9B7STDHy5O5XKPvltAKxgSHT4iRbXI1hQlMNCqbQjNXVAeQ,Belakangan ini tingkalaku driver seenaknya bikin cancel. Next time mungkin lebih bagus pakai aplikasi lain lebih mudah dan terpercaya.,2,0,4.99.1,2024-11-05 12:37:33,"Hai Kak @Klemens Mandu, mohon maaf atas ketidaknyamanannya. Laporan yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maya",2024-11-05 15:20:10,4.99.1,most_relevant,com.gojek.app,
b621ea97-6ebd-4146-8d07-948460fb7acd,Sherllya Maggie,https://play-lh.googleusercontent.com/a-/ALV-UjUCoCV9PNJ5_YIUYgsXKWVyWxyaXNIMy3nCoenMMX_BmhG3dpwd,penanganan apa sampe 40 ribu 😭,3,0,5.1.2,2024-11-26 20:32:55,"Mohon maaf atas ketidaknyamanannya, Kak Sherllya. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Miko",2024-11-26 21:17:33,5.1.2,newest,com.gojek.app,
79f0178b-4d5f-449a-aac6-64962f2b27d1,Raolga Yuansavira,https://play-lh.googleusercontent.com/a/ACg8ocJkCJjBQ55SIfYY9w24Q4zyoe_VTfRs74lxMdttR-M16_gRxA=mo,"suka bgt pake gojek selalu ada promo, tp kecewa selalu susah dapet driver. pernah pesen gofood sejam baru dapet driver. mungkin bisa diperbaiki lg. trmksih🙏",3,0,4.93.1,2024-09-12 21:17:01,,,4.93.1,most_relevant,com.gojek.app,
7ac5f81a-9071-41a2-a6b0-937885e9ff45,Xl-M6_Khayla Ramadhani Saputri,https://play-lh.googleusercontent.com/a/ACg8ocJxTOr3gwGcGl2aEvEFtR5N0BXbiKcVK7nLbP63WkwyrDaLTevJ=mo,terkadang rute yg diberikan terlalu jauh sehingga biaya semakin mahal,2,1,4.93.1,2024-11-29 15:52:54,"Hai, Kak Khayla. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Maura",2024-11-29 16:23:09,4.93.1,newest,com.gojek.app,
099fc09d-6a65-4730-b0ac-d7b2540e0795,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi sering eror.. dapet drivernya lama.,3,0,5.1.2,2024-11-27 22:07:29,"Mohon maaf atas kendalanya, Kak. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maya",2024-11-28 08:33:47,5.1.2,most_relevant,com.gojek.app,
97848783-a17d-4cd8-81cf-8effbdd3fb87,Rosales Kevin Hilarius,https://play-lh.googleusercontent.com/a-/ALV-UjXI1fKTt1dfZdqTizol1L-K_c9uiUG5EhSkPBOjbU2DHO_XZ24,Tolong kalo bisa ongkir termasuk biaya minimal pembelian karena pas aku pesen malah jebol Karena ongkir minimal bisalah pesan makanan harga 9k,2,0,5.1.2,2024-11-25 20:59:18,"Mohon maaf atas ketidaknyamanannya, Kak Kevin. Fokus GoFood secara keseluruhan adalah untuk terus memberikan pengalaman kuliner terbaik bagi pelanggan. Biaya Pemesanan dan Biaya Jasa GoFood digunakan untuk meningkatkan layanan kepada pengguna aplikasi, termasuk pengembangan layanan melalui inovasi dan teknologi. ^Miko",2024-11-25 22:58:31,5.1.2,newest,com.gojek.app,
73e97da5-d665-4ff7-a7c5-c1d65bd8b37b,Retno Astuti,https://play-lh.googleusercontent.com/a-/ALV-UjVsdI3JS6lIao4zgaIzMDqLzqnwZ9gYHQm2QOQZYuKIdh_KZgiO,"Aplikasi sudah bagus dan mudah digunakan tp kenapa kadabg titip jemput atau titik tujuan suka beda sama alamatnya yaa.. pdhl alamat yg dimasukkan udh benar dan ada, tapi kadang titiknya suka ga sesuai. Mungkin bisa diperbaiki lagi🙏",4,17,4.89.1,2024-07-02 08:39:07,,,4.89.1,most_relevant,com.gojek.app,
20110bbe-89bc-43cc-ab94-1e155a2583c9,dhimas saputra,https://play-lh.googleusercontent.com/a-/ALV-UjWpcm0eoTSEufJ_OylCbSe6fFCIzBlEXFJIh9Epc6zxgXh3r_I,Kode promo aktif jika di masukkan menjadi kadaluarsa,3,0,5.1.2,2024-11-25 01:06:14,"Hai Kak Dhimas, mohon maaf atas ketidaknyamanannya. Mengenai promo mengikuti syarat dan ketentuan yang berlaku. Apabila kamu mengalami kendala, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. Kami tunggu detail permasalahannya. ^Maura",2024-11-25 07:33:05,5.1.2,newest,com.gojek.app,
a5c31d9a-e4ce-4ae9-94e5-7fb10b268287,Tiara ara,https://play-lh.googleusercontent.com/a-/ALV-UjUlvn2wqOyQ-MuhMgU3y0XBDFT8RMJ2YobE1FuFhUgeyx65l3M,"Sering eror aplikasi, dpt driver pun lama.",3,0,,2024-11-20 19:23:43,"Mohon maaf atas kendalanya, Kak Tiara. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Miko",2024-11-20 21:01:35,,newest,com.gojek.app,
c9bd58e7-acff-4b4a-a150-afe1d5506556,Danu Hadi Nugroho (SiBe),https://play-lh.googleusercontent.com/a-/ALV-UjV5I_YVYmxcPFBPHpOp2uimZg50v5SILpsv9vka77een9_VREpL,"Mitra driver gojek yg TIDAK ADA aktifitas onbid maupun menyelesaikan orderan beberapa waktu, disanksi dengan peringatan, suspand bahkan PM. Tapi kenapa giliran resto GoFood yg TIDAK ADA transaksi bahkan TIDAK BUKA layanan untuk beberapa waktu, bahkan berbulan² TIDAK ada sanksi??? Bahkan, resto yg SUDAH tutup saja masih terlihat ""buka"" di layanan GoFood???",2,36,5.2.1,2024-11-29 09:27:08,"Hai Kak Danu, terima kasih atas ulasannya dan mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi GoPartner Anda. ^Maya",2024-11-29 12:48:55,5.2.1,newest,com.gojek.app,
202ba256-ab38-4e2b-ace4-786110f1ce48,Ancient Tothem,https://play-lh.googleusercontent.com/a-/ALV-UjWmhvX5VASA__yvQrW0QgLdT564EA5Pl-_Dy3nVQBjPmz-YFOKd,Aplikasi apalah menu pilihan suka ga ada gambarnya padahal sinyal sya bagus,3,0,4.99.1,2024-10-27 20:59:05,"Hai Kak @Ancient Tothem, mohon maaf atas ketidaknyamanannya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Mira",2024-10-27 23:13:13,4.99.1,most_relevant,com.gojek.app,
b3f0e4a5-da40-4818-86e5-dbc011559dbe,Iä Shub-Niggurath,https://play-lh.googleusercontent.com/a-/ALV-UjXo2wZKo97LTxWMtCwnvnJcl6cc-uk2woGCB0ulycm2c19Z2-T4,"Teruntuk pelayanan gofoodnya, saya beberapa kali mengalami kendala dalam transaksi. Driver telat, trus ga jadi ambil pesanan. Blom lagi aplikasi maksa banget buat nyari driver baru, walaupun sebenernya restonya sendiri udah tutup loh. Tolonglah service aplikasi lebih baik ke depannya. Kalo emang driver nya ga ada sampai resto tutup ya otomatis batalkan aja, soalnya customer sendiri ga bisa batalin tau.",3,8,4.94.2,2024-10-04 23:58:14,,,4.94.2,most_relevant,com.gojek.app,
23c6967b-bf29-485e-a6e8-8375dee1bfa5,Adi Putra Yakobus Sembiring,https://play-lh.googleusercontent.com/a-/ALV-UjVf5YqPfgThUpCDs8ecOYm-AwBu0Xj_wHT0ETrkMzbSo9-XpWv7,"Awalnya bolehlah, tarif terjangkau banyak promo, Voucer dari Go Point Juga banyak.. sekarang udah mulai males pakai Aplikasi ini.. tarik sudah lumayan naiknya, Biaya Go Food juga naik, Point Kita bisa dipakainya hanya untuk itu2 aja.. Ini fitur chat tpi komunikasi 1 arah.. gmana nih aplikasi.. btw udah ngebatalin pemesanan tpi tetap weh ga bisa dibatalkan.. parah nih aplikasi dari bintang 2 ke bintang 1",1,54,4.94.2,2024-09-26 18:02:46,"Mohon maaf atas ketidaknyamanannya, Kak Adi. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maya",2024-09-26 19:08:21,4.94.2,most_relevant,com.gojek.app,
