reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sortOrder,appId
d725134b-81a0-4fa7-aeb3-b399a7cc6a59,yoyoyotoyoy yoyoyoyotot,https://play-lh.googleusercontent.com/a/ACg8ocJTaAEGDVkv-rJnL3kjNi0dtD_hz7PuG-9V5_jdK_GRpJpNnw=mo,"selaku pengguna aplikasi sangat menyayangkan perihal system orderan dan potongan yg terlalu besar kepada driver gocar. Secara,saat melakukan order terlihat ada(Gambar kendaraan pada peta), tetapi saat order, kenapa order saya jarang kena ke driver yg terdekat padahal saya menggunakan reguler(Katanya terdekat) Sy iseng tanya driver perihal brpa yg didapat atas yg saya bayarkan. Wow, ternyata waktu sy hitung Rata² 30-35% bahkan sempat 42,5% potongan yg dilakukan aplikasi. Miris sekali.",1,37,5.1.2,2024-11-20 19:23:20,"Hai Kak, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko",2024-11-20 20:59:53,5.1.2,most_relevant,com.gojek.app
5d1f1131-a496-4af5-8e3c-ccc40730ffee,alif putra,https://play-lh.googleusercontent.com/a/ACg8ocJR2EE9pU4ssEGENil_HqTR7QVP6Cx5wg2FT8BhKnjqckMhCg=mo,"Saya memakai promo dan memakai layanan hemat susah mendapatkan driver saya sudah menunggu selama satu jam lebih masih tidak ada driver,tiba""di aplikasi gofood mengkonfirmasi bahwa tidak bisa mencari driver dan cecancel secara tiba"" dan saya sudah nunggu dengan lama,tolong diperbaiki untuk masalah seperti ini,",1,24,5.2.1,2024-11-28 21:08:47,"Hai Kak Alif, mohon maaf atas ketidaknyamanannya. Kakak dapat menunggu beberapa saat, jika tidak kunjung mendapatkan driver, sistem kami akan mencoba mencarikan driver lain di area terdekat, atau pesanan akan otomatis dibatalkan oleh sistem dan silakan Kakak mencoba membuat pemesanan kembali secara berkala ya Kak. ^Maura",2024-11-28 21:35:06,5.2.1,most_relevant,com.gojek.app
fbe5a86f-70b8-4460-b85c-cbccceed883e,Chairunnisa Hasibuan,https://play-lh.googleusercontent.com/a-/ALV-UjUISytkgxH1G7_Ce-tTcPXdOnNnO0PL-L_j637YwAy08EcImVWj,"Kecewe dengan sistem go food. TIDAK BISA CANCEL dan TIDAK BISA KOMUNIKASI SAMA RESTO. Menunggu pesanan yang terlambat dan tidak jadi jadi, sangat mengganggu aktifitas. Tolong perbaiki sistem KONSEKUENSI WAKTU ke restonya, kalau telat ya siap di CANCEL, atau paling tidak KOMUNIKASI resto dan customernya dijalin. Kecewa",1,45,5.1.2,2024-11-24 21:44:33,"Hai Kak Chairunnisa, mohon maaf atas ketidaknyamanannya. Ke depannya, jika kamu mengalami hal serupa, klik 'Butuh Bantuan' pada halaman pemesanan, lalu pilih alasan pembatalan yang sesuai, ya. Pesananmu akan dicek terlebih dulu. Jika kamu memiliki pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek. ^Maya",2024-11-24 23:15:46,5.1.2,most_relevant,com.gojek.app
832f4fe8-4fe3-4b10-a81d-96e1d422e492,Ahmad Wadud,https://play-lh.googleusercontent.com/a/ACg8ocIiyOAT0CpTx5mTP93Rlcb2gpc6Z5xXyO6oSPgYRNhaBIdlQQ=mo,Semakin lama semakin gk guna nih aplikasi.. Saya pesen goride.. di gambar banyak skali driver terdekat...eh nyantol nya di jepang saking jauhnya..mana skrg ongkir nya mahal banget..maaf untuk kali saya pindah ke apk sebelah gk ribet.......!!!!,1,27,5.1.1,2024-11-18 15:17:36,"Mohon maaf atas ketidaknyamanannya, Kak Ahmad. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maya",2024-11-18 16:36:03,5.1.1,most_relevant,com.gojek.app
8e2a0150-01f8-4b78-b95c-8821b57de06a,yunus rio Pranatan,https://play-lh.googleusercontent.com/a-/ALV-UjXbg-2Gpj0Ng_NtzlikWYHNwC5Hs7aEEFYzDHmrgK26LCeQKgz4,"Aplikasi payah banget, di peta banyak tanda driver yg terdekat lokasi penjemoutan. Eh dapet nya driver yg jauh banget. Pake ada acara tarif tambahan untuk pencarian cepat driver. Padahal banyak di sekitar. Udh nyangkut nya lama, driver nya jauh, dateng nya lama pula",1,153,4.99.1,2024-11-01 16:14:05,"Hai Kak Yunus, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maya",2024-11-01 17:18:11,4.99.1,most_relevant,com.gojek.app
4ff9dd42-a3fc-4f4b-b971-4fa548e9ae75,Syizuril,https://play-lh.googleusercontent.com/a-/ALV-UjXOV77Mm_JzzJsriETAzO7fIXKzevz2B_-xs1RbrvA-lTbDw-wK,"Dapat driver selalu jauh, padahal ada yang dekat, pakai fitur prioritas tidak ngaruh, sekalinya dapet di cancel, nyoba aplikasi ijo sebelah malah langsung dapat ngak kebanyakan drama",1,36,5.1.1,2024-11-15 21:18:07,"Hai Kak Syizuril, mohon maaf atas ketidaknyamanannya. Laporan yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maya",2024-11-15 22:20:46,5.1.1,most_relevant,com.gojek.app
1c6a6b10-7594-4bee-be88-5d8044a4d92c,Renata Cahyarani,https://play-lh.googleusercontent.com/a-/ALV-UjXLK6GXzA25IaIaKbLrm8l4N8SUF8E7vND1XTRSdrUaraMouMxi,"Waduhhh parah...sebagai customer sangat kecewa, untuk pemesanan makanan lama nunggu hampir 1 jam karna mencari driver, ga hanya sekali tapi sudah berkali² seperti itu. Padahal driver banyak yang menunggu orderan masuk, ini kategory driver seperti apa yang dicari.",1,3,5.3.1,2024-12-02 20:26:26,"Mohon maaf atas kendalanya, Kak Renata. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Miko",2024-12-03 00:07:34,5.3.1,most_relevant,com.gojek.app
e4b6895f-9dee-4511-b92f-0db595d3f96a,Intan N Nasution,https://play-lh.googleusercontent.com/a-/ALV-UjWdsM6yiz5atwnJMNeDa_bxS_BhIw_YxroLWvBoCpIcU8vnPEGR,"Aplikasi tiada guna, bayar pajak kendaraan status dalam proses selama 2 hari. Dikomplain tidak ada respon, kemudian transaksi dibatalkan sepihak oleh gojek. Pembayaran pajak kendaraan jadi telat 1 hari & kena denda Rp 637.500,- pengalaman menyesakkan. Akhirnya bayar di tokopedia instan langsung berhasil! Tapi dendanya masih nyesek.",1,68,4.94.2,2024-10-02 20:04:11,"Hai Kak Intan, mohon maaf atas ketidaknyamanannya. Jika masih mengalami keluhan, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-24-276-1241-47074 pada subject email dan cantumkan nomor laporan sebelumnya serta ceritakan kembali detail permasalahannya. Kami tunggu detail laporan kamu ya. ^Miko",2024-10-02 20:42:09,4.94.2,most_relevant,com.gojek.app
d486f9a8-852a-485d-b71b-1962e3d2437a,Maze of Life,https://play-lh.googleusercontent.com/a-/ALV-UjWKBn9XSlXCMLltaVqTObZFvvETPJ4fY_Yn7gZeBieDKq96gTE,UI doang bagus UX nya jelek parah. aplikasi gofoodnya bikin bingung. mau ngapus pesanan aja ribet bgt. malah kepencet pesan. Ga tau bug atau gimana. Minimal kasih pin lah biar ga langsung ke order. Mau di cancel juga ga enak sama drivernya.,1,108,4.96.2,2024-10-11 23:36:25,"Hai Kak @Maze of Life, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maya",2024-10-12 00:17:04,4.96.2,most_relevant,com.gojek.app
990f295e-a6b6-47a7-b5f4-407d55a8ff78,saiful asikin,https://play-lh.googleusercontent.com/a-/ALV-UjUP_Yz1euEMv8QyxMwMBTxzgV8ye8nD0Y8AiRPe1sDbrWPhJ_tl,"Apk yg semakin aneh, Jelas2 saya gak telat bayar tagihan, tiba2 limit berkurang drastis, lah sekarang malah di bekukan,alasan skor kredit bermasalah, sistem kalian yg rusak,sekelas gojek bisa sistemnya bobrok, masa gak bisa komunikasi dengan cs, cuma teks dari bot, super bobrok makin kesini",1,20,4.99.1,2024-11-17 11:37:22,"Hai Kak Saiful, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-24-322-0510-51509 di subjek email, ya. ^Miko",2024-11-17 13:11:02,4.99.1,most_relevant,com.gojek.app
bf8712a4-8ab5-4325-8902-62afd969006a,bluee,https://play-lh.googleusercontent.com/a-/ALV-UjX7LR8H4HG_0yGLR5TFTbbTrltwRyxXCrvhU0T3LWgH2uHcXtAK,"Akhir akhir ini selalu error. Berapa kali saya buka app buat pesan gofood, menu di tokonya ga semua tampil, sebagian besar layar putih, kalau saya tungguin lama baru muncul menu lainnya, itu pun kalau saya klik, ga muncul muncul pop up buat ngeliat lebih jelas menu yg saya klik td, terus keranjang makanan saya jg kadang hilang, jd pas mau dicheck out, harus keluar dulu, lalu masuk lagi buat munculin",1,78,4.94.2,2024-09-26 17:40:13,"Hai Kak @bluee, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Maya",2024-09-26 18:10:13,4.94.2,most_relevant,com.gojek.app
cfccbc33-c9ce-48ca-b038-227f9429e1e0,Ariefyana Fuji Lestari,https://play-lh.googleusercontent.com/a-/ALV-UjXoMY3OW4QDk3ZStqH005l0VIQ1Dk_mRBDkIXQcdl4rhuSXQlKa,"Masih tetap bintang 1. Voucher khusus goride gak bisa di klaim, udah tungguin sampai tengah malam, malah error dan gak berlaku. Sedangkan buat mobil masih bisa. Apaan.. kita lebih banyak butuh yg motor, bukan mobil. Buang2 waktu dan duit.",1,62,5.0.1,2024-11-18 01:33:31,"Mohon maaf atas kendalanya, Kak Fuji. Terkait laporanmu, pastikan kode voucher yang dimasukkan sudah sesuai, ya. Jika masih tidak bisa, silakan laporkan hal ini melalui halaman Bantuan > ketik ""Tidak bisa menukarkan kode promo"" di kolom pencarian > pilih artikel dan lengkapi form-nya. Kami siap membantu. ^Miko",2024-11-18 11:07:41,5.0.1,most_relevant,com.gojek.app
2a3f541a-3ccf-4641-9536-7729bc38ab9d,Rafa Athallah,https://play-lh.googleusercontent.com/a/ACg8ocKxFS_0p1YXH7njcQsz5omoT2s3qv6U57K7flR6ato9FUP_eQ=mo,"Kacau, saya pesan sudah 1 jam lebih ga nyampe2, estimasi waktu sampai pun cuma bertulis 17 menit slama 1 jam lebih ga da perubahan, di chat komplen jawab nya masih dalam proses, tp udah lama bnget, kburu hilang selera makan,",1,2,5.3.1,2024-12-01 20:22:22,"Hai Kak Rafa, mohon maaf atas ketidaknyamanannya. Jika kamu masih mengalami kendala, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-24-336-1656-18750 pada subjek email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Maya",2024-12-02 00:56:27,5.3.1,most_relevant,com.gojek.app
4843b5b6-ff56-4e57-97e0-79ec79571a53,Udin Barudin,https://play-lh.googleusercontent.com/a-/ALV-UjWXr34poBaIejJKDTCNDN_APvUaY6s3c3010n6JxX5NeRHbOps,"Setiap kali mencoba login, pasti gagal karena masalah internet mati. Padahal internet saya tu lancar² aja dsn ngk ada masalah sama sekali. Tolong lah hampir setiap kali login kayak gini. Udh ngk ingat ini percobaan yg keberapa.",1,2,5.2.1,2024-12-01 20:15:15,"Hai Kak Udin, mohon maaf atas kendala yang kamu alami. Sebelum login, pastikan kamu udah pakai Gojek versi terbaru & tidak ada kendala pada akun kamu, ya. Untuk info lebih lanjut, silakan ke halaman bantuan login di aplikasi dengan cara klik ikon ""?"" > pilih ""Tidak bisa masuk ke akun Gojek"" > pilih ""Saya mendapatkan notifikasi eror"". ^Maya",2024-12-02 00:41:27,5.2.1,most_relevant,com.gojek.app
901e5c75-134b-4ec0-886f-770ff4ab1f03,Jonathan Kevin Santoso,https://play-lh.googleusercontent.com/a/ACg8ocLMGZYuuOcwnimCjIpC4bM1TA7kQAQ0j9PU0fm2kODjpkeXYw=mo,"Pesan Gofood sudah hampir 2 jam tidak dapat driver ( itu kan urusan intern aplikasi ) tiba² dibatalkan secara otomatis. Buang buang Waktu untuk menunggu. TIDAK PROFESIONAL ( Aplikasi yg buat harga, tapi seolah² Sepertinya kenapa sy pilih yg murah sehingga tidak dapat driver )",1,9,5.3.1,2024-11-27 13:48:14,"Mohon maaf atas ketidaknyamanannya, Kak Jonathan. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maura",2024-11-27 14:10:42,5.3.1,most_relevant,com.gojek.app
2d4e008c-ad98-4e14-9add-71b65ab7dcd9,trika susanto,https://play-lh.googleusercontent.com/a-/ALV-UjV9t3_k97q7lPDQYuPIhFuudJd4Nqsnlr440PCrimC2x_oRy8eJ,"Kompensasi untuk pelanggan tidak sesuai. Saya memesan paket ayam geprek dengan rician peket tertulis, nasi+ayam goreng+ lalapan+sambal geprek. Dari resto tidak mengirimkan nasi, padahal dalam hal ini nasi dan ayam adalah kebutuhan utama yg diperlukan oleh pembeli, jikalau tidak mengirimkan pelengkap saya seperti lalapan masih bisa dimaklumi, pengembalian hanya seharga nasi saja. Bukankah pembeli sudah dirugikan, yg pertama rugi di waktu yg lama dan pembli harus beli nasi lagi dengan ongkir lgi",1,6,5.1.2,2024-11-27 14:36:24,"Hai Kak Trika, mohon maaf atas ketidaknyamanannya. Terkait laporanmu, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Pesanan GoFood yang saya terima kurang/tidak sesuai"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Maura",2024-11-27 15:13:48,5.1.2,most_relevant,com.gojek.app
15a1c9a8-34b8-4ef3-99d6-61b50431fcc6,Abdurrahman Albar,https://play-lh.googleusercontent.com/a/ACg8ocItnFSNzjeYMKHWbOMydiPZUXamCZ5nfOoPpbiWNzhivDaeBg=mo,"Pilihan lokasi paling atas gofood bukan paling dekat jadinya terbeli di lokasi yg lebih jauh, tidak bisa cancel padahal belum 30 detik, tidak bisa hubungi resto supaya cancel dari resto Estimasi waktu payah, resto yg dekat dan jauh cuma beda 5 menit jadi tidak bisa sadar sebelumnya bahwa resto yg dipesan itu resto yg jauh, akhirnya waktu aktual selisih sampai 10 menit dari waktu terlama, beda dengan grab yg estimasi akurat jd klo jauh bisa sadar langsung klo beda cabang",1,6,5.1.2,2024-11-24 15:48:44,"Hai Kak Albar, mohon maaf atas ketidaknyamanannya. Ke depannya, jika kamu mengalami hal serupa, klik 'Butuh Bantuan' pada halaman pemesanan, lalu pilih alasan pembatalan yang sesuai, ya. Pesananmu akan dicek terlebih dulu. Jika kamu memiliki pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek. ^Maya",2024-11-24 16:25:51,5.1.2,most_relevant,com.gojek.app
94d6f9d8-0d92-4b64-affe-40cc92d476ac,Fifi Septika,https://play-lh.googleusercontent.com/a-/ALV-UjUxivE7hIZWHdzJimPn7QxNYNIrt9n_yn7D4s8wyTuvTN1hpWExog,"Go food buruk banget.. Mau chat sama cs nya ga bisa dan susah, ditambah lagi nyari drivernya lama sampai sejam ga dapet2, dibatalin ga bisa.. Kalau ga diperbaiki, yakin deh customer pasti pada beralih ke apk lain.",1,11,5.2.1,2024-11-27 21:46:57,"Hai Kak Fifi, mohon maaf atas ketidaknyamanannya. Ke depannya, jika kamu mengalami hal serupa, klik 'Butuh Bantuan' pada halaman pemesanan, lalu pilih alasan pembatalan yang sesuai, ya. Pesananmu akan dicek terlebih dulu. Jika kamu memiliki pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek. ^Maya",2024-11-28 08:15:06,5.2.1,most_relevant,com.gojek.app
